player_name,team_name,position_clean,base_salary,guaranteed_comp,player_key_merge,team_key
Antonio Carlos Cunha Capocasali Junior,Houston Dynamo,Center-back,699996.0,782672.0,antonio carlos cunha capocasali jr,houston dynamo
Blake Gillingham,Houston Dynamo,Goalkeeper,80622.0,80622.0,blake gillingham,houston dynamo
Brooklyn Raines,Houston Dynamo,Central Midfield,125000.0,143063.0,brooklyn raines,houston dynamo
Damion Lowe,Houston Dynamo,Center-back,200000.0,233333.0,damion lowe,houston dynamo
Daniel Steres,Houston Dynamo,Center-back,300000.0,323438.0,daniel steres,houston dynamo
Diadie Samassekou,Houston Dynamo,Defensive Midfield,714996.0,771871.0,diadie samassekou,houston dynamo
Duane Holmes,Houston Dynamo,Right Midfield,300000.0,378000.0,duane holmes,houston dynamo
Erik Duenas,Houston Dynamo,Central Midfield,150000.0,170625.0,erik duenas,houston dynamo
Erik Sviatchenko,Houston Dynamo,Center-back,750000.0,825000.0,erik sviatchenko,houston dynamo
Ethan Bartlow,Houston Dynamo,Center-back,275000.0,275000.0,ethan bartlow,houston dynamo
Exon Arzu,Houston Dynamo,Right Wing,104000.0,108598.0,exon arzu,houston dynamo
Ezequiel Ponce,Houston Dynamo,Center Forward,2590000.0,2852200.0,ezequiel ponce,houston dynamo
Felipe de Andrade Vieira,Houston Dynamo,Center-back,180000.0,207500.0,felipe de andrade vieira,houston dynamo
Femi Awodesu,Houston Dynamo,Center-back,80622.0,89089.0,femi awodesu,houston dynamo
Franco Escobar,Houston Dynamo,Right-back,550000.0,599167.0,franco escobar,houston dynamo
Gabriel Segal,Houston Dynamo,Center Forward,104000.0,104000.0,gabriel segal,houston dynamo
Jack McGlynn,Houston Dynamo,Central Midfield,265000.0,399320.0,jack mcglynn,houston dynamo
Jefferson Valverde,Houston Dynamo,Defensive Midfield,249996.0,291657.0,jefferson valverde,houston dynamo
Jimmy Maurer,Houston Dynamo,Goalkeeper,200000.0,200000.0,jimmy maurer,houston dynamo
Jonathan Bond,Houston Dynamo,Goalkeeper,400000.0,459704.0,jonathan bond,houston dynamo
